patient_id,region,size_bin,dice,iou
BraTS20_Training_108,ET,small,0.024694157983909126,0.012501435199880286
BraTS20_Training_252,ET,large,0.1615313747568713,0.08786191536747577
BraTS20_Training_202,ET,large,0.09032532125030335,0.04729880029065536
BraTS20_Training_258,ET,large,0.0892227715517505,0.0466944917614539
BraTS20_Training_327,ET,medium,0.04019181490499419,0.020508035026420613
BraTS20_Training_195,ET,medium,0.04232903222034235,0.02162213820249421
BraTS20_Training_338,ET,large,0.17461790126469598,0.09566101332191111
BraTS20_Training_102,ET,small,0.01975512018460645,0.009976099615744544
BraTS20_Training_003,ET,small,0.011364193796293854,0.005714567625123894
BraTS20_Training_298,ET,small,0.00027933332446559013,0.00013968617173416127
BraTS20_Training_346,ET,large,0.061518378422823906,0.03173534261974157
BraTS20_Training_061,ET,small,0.02362837879631139,0.011955433149723518
BraTS20_Training_221,ET,large,0.22806132587393743,0.12870723417469257
BraTS20_Training_295,ET,small,0.001982160555004783,0.0009920634920634057
BraTS20_Training_039,ET,medium,0.04760060176384844,0.024380565680798747
BraTS20_Training_117,TC,small,0.03208186705239577,0.016302439880638037
BraTS20_Training_270,TC,large,0.2145460558003627,0.12016331000715728
BraTS20_Training_160,TC,large,0.301115151318802,0.17724282581750622
BraTS20_Training_297,TC,medium,0.05953965731953131,0.03068326417703841
BraTS20_Training_332,TC,small,0.004594009577061216,0.002302293166959716
BraTS20_Training_263,TC,small,0.010402535054740442,0.005228462157809721
BraTS20_Training_161,TC,medium,0.049136352826001276,0.025186974444461916
BraTS20_Training_168,TC,large,0.24991897822239548,0.14280423312547325
BraTS20_Training_207,TC,medium,0.06359070073833811,0.03283949357327749
BraTS20_Training_264,TC,small,0.03654681191437321,0.01861353870626601
BraTS20_Training_093,TC,medium,0.09362319584980651,0.0491105408154297
BraTS20_Training_075,TC,large,0.3444405057308057,0.20805081721502883
BraTS20_Training_350,TC,medium,0.12653619093560478,0.0675413052141086
BraTS20_Training_029,TC,small,0.02751202270293919,0.013947878526813359
BraTS20_Training_083,TC,small,0.03502980416465197,0.01782714274185726
BraTS20_Training_119,TC,small,0.022159112140800533,0.011203687959341053
BraTS20_Training_348,TC,large,0.1281650921322642,0.06847029702969958
BraTS20_Training_055,TC,small,0.0386033686588464,0.019681571815717044
BraTS20_Training_225,TC,large,0.39766338521603867,0.2481771817151258
BraTS20_Training_103,TC,large,0.10597908283453687,0.05595454721436873
BraTS20_Training_243,TC,medium,0.056964511452176736,0.029317277933379696
BraTS20_Training_352,TC,small,0.020343053343454234,0.010276049786207522
BraTS20_Training_094,TC,small,0.003569098987114102,0.0017877398037183885
BraTS20_Training_254,TC,large,0.16362941518293325,0.08910478992410646
BraTS20_Training_138,TC,large,0.2914297301347747,0.17056935572088766
BraTS20_Training_027,TC,medium,0.08136722149508456,0.04240896038401343
BraTS20_Training_357,TC,medium,0.08106834249803006,0.04224660225969869
BraTS20_Training_079,TC,small,0.009258247233776575,0.00465065206017397
BraTS20_Training_302,TC,large,0.22741729591725116,0.128297142578141
BraTS20_Training_196,TC,medium,0.18166538272986715,0.09990756431981784
BraTS20_Training_070,TC,medium,0.09449589639333794,0.049591022246805914
BraTS20_Training_165,TC,medium,0.14995902311095313,0.08105713602253183
BraTS20_Training_288,TC,medium,0.09057435369290152,0.04743539182480122
BraTS20_Training_220,TC,medium,0.06153726655306538,0.031745395715522
BraTS20_Training_081,TC,small,0.051959585558912925,0.026672745171881184
BraTS20_Training_218,TC,large,0.24157069604571754,0.13737867965603362
BraTS20_Training_211,TC,medium,0.07824923420583671,0.040717680772459706
BraTS20_Training_280,TC,small,0.002489774141916968,0.001246438746438667
BraTS20_Training_037,TC,medium,0.08695914822924662,0.0454559808008048
BraTS20_Training_234,TC,large,0.3560335707736543,0.21656985473918983
BraTS20_Training_106,TC,large,0.17450236966823462,0.09559167142633902
BraTS20_Training_368,TC,small,0.04981171962740006,0.025542005420052624
BraTS20_Training_059,TC,small,0.006471382347268485,0.003246194857683145
BraTS20_Training_177,TC,small,0.0028006589785830515,0.0014022931617585681
BraTS20_Training_014,TC,medium,0.07616290125690403,0.03958905944098057
BraTS20_Training_191,TC,large,0.28880113531188445,0.1687712289153029
BraTS20_Training_066,TC,small,0.04802566531379524,0.024603635642328127
BraTS20_Training_256,TC,large,0.38744075014272333,0.24026450511943342
BraTS20_Training_315,TC,medium,0.060950479186859016,0.0314331730740427
BraTS20_Training_217,TC,small,0.02935949755433826,0.014898454344108771
BraTS20_Training_069,TC,medium,0.12451234611160757,0.06638931792137359
BraTS20_Training_023,TC,small,0.046162578794846816,0.023626622304312873
BraTS20_Training_084,TC,medium,0.08184925931954537,0.04267092131169511
BraTS20_Training_197,TC,large,0.31428978486960973,0.18644354293439414
BraTS20_Training_232,TC,small,0.03743441696999937,0.01907422472588379
BraTS20_Training_108,TC,small,0.021708893858974433,0.010973558841560541
BraTS20_Training_252,TC,large,0.2259323908379708,0.1273527511979595
BraTS20_Training_202,TC,medium,0.12691806909306957,0.06775895223740529
BraTS20_Training_258,TC,large,0.18171444335764916,0.09993724181211854
BraTS20_Training_304,TC,medium,0.074867625545352,0.03888959873035252
BraTS20_Training_327,TC,large,0.28402824326712733,0.1655203485446074
BraTS20_Training_265,TC,medium,0.12779290348255384,0.06825788862795447
BraTS20_Training_195,TC,medium,0.06267326588965834,0.03235038508795427
BraTS20_Training_338,TC,large,0.19526931651780302,0.10819859068447499
BraTS20_Training_102,TC,small,0.03800632131088532,0.019371276127800187
BraTS20_Training_003,TC,small,0.012590553462763504,0.006335158306055483
BraTS20_Training_298,TC,small,0.035597427507613924,0.018121248671777484
BraTS20_Training_346,TC,large,0.13736094503025068,0.07374533711389485
BraTS20_Training_061,TC,small,0.04712265064909536,0.024129856728973758
BraTS20_Training_278,TC,large,0.16329116259616566,0.0889042178437905
BraTS20_Training_221,TC,large,0.2604575295560682,0.14972760595468496
BraTS20_Training_295,TC,small,0.03593782755832141,0.01829770363819201
BraTS20_Training_039,TC,small,0.06229351318097455,0.032148064531298925
BraTS20_Training_117,WT,medium,0.1788464325153438,0.09820502548962042
BraTS20_Training_270,WT,large,0.3912117293552233,0.24317166932006035
BraTS20_Training_160,WT,large,0.4088559713559418,0.2569572357974161
BraTS20_Training_297,WT,medium,0.15960648148147377,0.08672410540217142
BraTS20_Training_332,WT,small,0.09678187058729834,0.05085169644593679
BraTS20_Training_263,WT,small,0.06285228167065955,0.032445786697601675
BraTS20_Training_161,WT,small,0.11918360118651736,0.06336801468857066
BraTS20_Training_168,WT,large,0.37668571199050194,0.23204730887472969
BraTS20_Training_207,WT,small,0.133001548891647,0.07123816777281736
BraTS20_Training_264,WT,small,0.05408361180566662,0.027793389342823827
BraTS20_Training_093,WT,medium,0.24987709497205307,0.14277688398579236
BraTS20_Training_075,WT,large,0.469036531397306,0.3063668996787979
BraTS20_Training_350,WT,medium,0.24617849343862902,0.1403669030842818
BraTS20_Training_029,WT,small,0.20038268286981475,0.11134738533710108
BraTS20_Training_083,WT,medium,0.2154488517745162,0.12072999532053398
BraTS20_Training_119,WT,small,0.08077168403029884,0.042085500384819244
BraTS20_Training_348,WT,medium,0.16739043263856773,0.09133993165798776
BraTS20_Training_055,WT,medium,0.254756633016838,0.1459719818085954
BraTS20_Training_225,WT,large,0.583724688178522,0.4121548143261715
BraTS20_Training_103,WT,small,0.11365293157912514,0.06025027603974695
BraTS20_Training_243,WT,large,0.37942695627300727,0.23413135109319197
BraTS20_Training_352,WT,small,0.10495393243423204,0.05538331454340204
BraTS20_Training_094,WT,small,0.055385024545380954,0.028481229057918184
BraTS20_Training_254,WT,large,0.31785717510449935,0.1889596830900762
BraTS20_Training_138,WT,large,0.6207210203707179,0.45003297341452503
BraTS20_Training_027,WT,medium,0.19261514559212944,0.1065711849484505
BraTS20_Training_357,WT,small,0.17908723281339048,0.09835025380709925
BraTS20_Training_079,WT,small,0.01721463477216167,0.008682046516004805
BraTS20_Training_302,WT,medium,0.22356038139122,0.12584744173083773
BraTS20_Training_196,WT,large,0.5153641256590156,0.3471316668053578
BraTS20_Training_070,WT,small,0.1392591404562845,0.07484069570570571
BraTS20_Training_165,WT,large,0.4335546364823388,0.2767760986624738
BraTS20_Training_288,WT,medium,0.16456994762700988,0.08966288168499843
BraTS20_Training_220,WT,medium,0.22693264736540286,0.1279887349051936
BraTS20_Training_081,WT,small,0.08432021591396818,0.044015819665914176
BraTS20_Training_218,WT,medium,0.30517789991320116,0.1800648574841995
BraTS20_Training_211,WT,medium,0.16910860729833285,0.09236408449591095
BraTS20_Training_280,WT,small,0.10833544831586307,0.05726990455015542
BraTS20_Training_037,WT,large,0.4550658366849432,0.29455354635208625
BraTS20_Training_234,WT,large,0.41795088907702804,0.26418325840289136
BraTS20_Training_106,WT,medium,0.2847869071157845,0.16603587524912214
BraTS20_Training_368,WT,medium,0.19397079604332473,0.10740180480934122
BraTS20_Training_059,WT,small,0.0732804906056178,0.03803381356150369
BraTS20_Training_177,WT,small,0.028806286412100337,0.014613625344648709
BraTS20_Training_014,WT,medium,0.2042072458122208,0.11371426092237569
BraTS20_Training_191,WT,large,0.3894736238334553,0.24183001880447305
BraTS20_Training_066,WT,small,0.1621051979047105,0.08820156502967565
BraTS20_Training_256,WT,large,0.4756928499621166,0.3120715204611448
BraTS20_Training_315,WT,small,0.08302534892820976,0.0433106138789002
BraTS20_Training_217,WT,small,0.04867649319034558,0.024945373240508918
BraTS20_Training_069,WT,large,0.4139046884139785,0.2609582699037759
BraTS20_Training_023,WT,small,0.09789923216287971,0.05146900407079956
BraTS20_Training_084,WT,small,0.15174372067749775,0.08210101725347363
BraTS20_Training_197,WT,large,0.49833012684369005,0.33185065223174953
BraTS20_Training_232,WT,medium,0.18588856633838022,0.1024681080164855
BraTS20_Training_108,WT,small,0.04346547341442178,0.022215541215250115
BraTS20_Training_252,WT,large,0.504109020173513,0.33699582855428817
BraTS20_Training_202,WT,medium,0.23028955171811058,0.13012837887784723
BraTS20_Training_258,WT,medium,0.326320144031584,0.1949716625123449
BraTS20_Training_304,WT,small,0.07016993628042517,0.03636068149191276
BraTS20_Training_327,WT,large,0.3207370054305539,0.19099867410154484
BraTS20_Training_265,WT,small,0.16665401393356924,0.09090156206201801
BraTS20_Training_195,WT,small,0.08496143060226968,0.04436538874984101
BraTS20_Training_338,WT,large,0.3540255956947444,0.21508572354998073
BraTS20_Training_102,WT,small,0.056100892993714964,0.028859981874323468
BraTS20_Training_003,WT,small,0.08981034343215731,0.04701645364027632
BraTS20_Training_298,WT,small,0.09897195136631279,0.05206233092533601
BraTS20_Training_346,WT,medium,0.1466670504969857,0.07913691413963994
BraTS20_Training_061,WT,small,0.06773201050311181,0.035053114201176336
BraTS20_Training_278,WT,medium,0.28329075708312335,0.16501964922247483
BraTS20_Training_221,WT,large,0.41747651441526573,0.2638043088889833
BraTS20_Training_295,WT,small,0.08186154807200281,0.04267760129083514
BraTS20_Training_039,WT,small,0.1625008485506644,0.08843587678529873
